"type.name","team.name","player.name","duration","possession_team.name","location.x","location.y","shot.statsbomb_xg","pass.length","pass.angle","pass.cross","pass.switch","pass.end_location.x","pass.end_location.y","pass.recipient.name","pass.outcome.name","carry.end_location.x","carry.end_location.y"
"Pass","Albacete","Francisco Peña Romero",2.09248,"Albacete",44,59.9,NA,12.773801,-2.976444,NA,NA,31.4,62,"Carles Domingo Pladevall",NA,NA,NA
"Pressure","Barcelona","Anderson Luís de Souza",0.82784,"Albacete",85.2,17.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ball Receipt*","Albacete","Carles Domingo Pladevall",NA,"Albacete",31.4,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pass","Albacete","Carles Domingo Pladevall",0.767224,"Albacete",27,63.5,NA,14.940214,0.24335529,NA,NA,41.5,59.9,"Francisco Peña Romero",NA,NA,NA
"Ball Receipt*","Albacete","Francisco Peña Romero",NA,"Albacete",41.5,59.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Albacete","Francisco Peña Romero",0.079976,"Albacete",41.5,59.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.6,60.9
"Pass","Albacete","Francisco Peña Romero",1.743559,"Albacete",40.6,60.9,NA,7.515318,-1.1309538,NA,NA,43.8,67.7,"Carles Domingo Pladevall",NA,NA,NA
"Pressure","Barcelona","Anderson Luís de Souza",1.867133,"Albacete",76.8,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ball Receipt*","Albacete","Carles Domingo Pladevall",NA,"Albacete",43.8,67.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Albacete","Carles Domingo Pladevall",1.875241,"Albacete",43.8,67.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.1,71.9
"Dispossessed","Albacete","Carles Domingo Pladevall",0,"Albacete",59.1,71.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Duel","Barcelona","Anderson Luís de Souza",0,"Albacete",61.9,7.09999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pass","Albacete","Carles Domingo Pladevall",2.0757,"Albacete",70.5,79,NA,23.033888,0.35470566,NA,NA,92.1,71,"Mark Dennis González Hoffmann","Unknown",NA,NA
"Ball Receipt*","Albacete","Mark Dennis González Hoffmann",NA,"Albacete",89.4,71.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Foul Committed","Albacete","Mark Dennis González Hoffmann",0,"Albacete",89.8,71.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Foul Won","Barcelona","Carles Puyol i Saforcada",0,"Albacete",31.2,7.09999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pass","Barcelona","Rafael Márquez Álvarez",2.756607,"Barcelona",31.2,9,NA,82.78358,-0.8537845,NA,TRUE,85.6,71.4,"Ronaldo de Assis Moreira",NA,NA,NA
"Ball Receipt*","Barcelona","Ronaldo de Assis Moreira",NA,"Barcelona",85.6,71.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Ronaldo de Assis Moreira",0.616247,"Barcelona",85.6,71.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.6,71.9
"Miscontrol","Barcelona","Ronaldo de Assis Moreira",0,"Barcelona",85.6,71.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pass","Albacete","Santiago Denia Sánchez",2.009097,"Albacete",28.8,0,NA,15.861904,-0.24192058,NA,NA,44.2,3.8,"Antonio Pacheco D""Agosti",NA,NA,NA
"Pressure","Barcelona","Andrés Iniesta Luján",1.562046,"Albacete",74.5,74.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ball Receipt*","Albacete","Antonio Pacheco D""Agosti",NA,"Albacete",44.2,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Albacete","Antonio Pacheco D""Agosti",0.677667,"Albacete",44.2,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.4,1.90000000000001
"Miscontrol","Albacete","Antonio Pacheco D""Agosti",0,"Albacete",45.4,1.90000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pass","Barcelona","Ronaldo de Assis Moreira",2.702827,"Barcelona",77,79,NA,16.03122,2.1518786,NA,NA,68.2,65.6,"Rafael Márquez Álvarez",NA,NA,NA
"Ball Receipt*","Barcelona","Rafael Márquez Álvarez",NA,"Barcelona",68.2,65.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pass","Barcelona","Rafael Márquez Álvarez",2.635945,"Barcelona",70.1,55.3,NA,45.505714,1.5026202,NA,TRUE,73.2,9.90000000000001,"Juliano Haus Belletti",NA,NA,NA
"Ball Receipt*","Barcelona","Juliano Haus Belletti",NA,"Barcelona",73.2,9.90000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pass","Barcelona","Juliano Haus Belletti",1.02952,"Barcelona",73.2,9.90000000000001,NA,13.928389,-1.9379702,NA,NA,68.2,22.9,"Anderson Luís de Souza",NA,NA,NA
"Ball Receipt*","Barcelona","Anderson Luís de Souza",NA,"Barcelona",68.2,22.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Anderson Luís de Souza",1.759523,"Barcelona",68.2,22.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.8,16.6
"Pressure","Albacete","Jaime Sánchez Fernández",1.275742,"Barcelona",46.1,57.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pass","Barcelona","Anderson Luís de Souza",1.399754,"Barcelona",68.8,16.6,NA,14.484474,0.95215195,NA,NA,77.2,4.8,"Juliano Haus Belletti",NA,NA,NA
"Ball Receipt*","Barcelona","Juliano Haus Belletti",NA,"Barcelona",77.2,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Juliano Haus Belletti",0.665346,"Barcelona",77.2,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.4,2.5
"Pass","Barcelona","Juliano Haus Belletti",1.779685,"Barcelona",80.4,2.5,NA,14.839475,-2.4468544,NA,NA,69,12,"Anderson Luís de Souza",NA,NA,NA
"Ball Receipt*","Barcelona","Anderson Luís de Souza",NA,"Barcelona",69,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Anderson Luís de Souza",0.361595,"Barcelona",69,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,11.3
"Pass","Barcelona","Anderson Luís de Souza",3.799421,"Barcelona",69,11.3,NA,50.891453,-0.12411127,NA,NA,119.5,17.6,"Ludovic Giuly","Out",NA,NA
"Ball Receipt*","Barcelona","Ludovic Giuly",NA,"Barcelona",100.6,17.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Half End","Barcelona",NA,0,"Barcelona",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Half End","Albacete",NA,0,"Barcelona",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Half Start","Barcelona",NA,0,"Barcelona",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Half Start","Albacete",NA,0,"Barcelona",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pass","Barcelona","Samuel Eto""o Fils",0.953789,"Barcelona",61,39,NA,12.020815,2.7935324,NA,NA,49.7,34.9,"Rafael Márquez Álvarez",NA,NA,NA
"Ball Receipt*","Barcelona","Rafael Márquez Álvarez",NA,"Barcelona",49.7,34.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Rafael Márquez Álvarez",0.742311,"Barcelona",49.7,34.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.6,35.9
"Pass","Barcelona","Rafael Márquez Álvarez",2.287122,"Barcelona",48.6,35.9,NA,28.792013,1.3856617,NA,NA,53.9,7.59999999999999,"Juliano Haus Belletti",NA,NA,NA
"Ball Receipt*","Barcelona","Juliano Haus Belletti",NA,"Barcelona",53.9,7.59999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Juliano Haus Belletti",1.891048,"Barcelona",53.9,7.59999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.4,10.9
"Pass","Barcelona","Juliano Haus Belletti",1.979058,"Barcelona",69.4,10.9,NA,17.641146,-1.1934478,NA,NA,75.9,27.3,"Anderson Luís de Souza",NA,NA,NA
"Ball Receipt*","Barcelona","Anderson Luís de Souza",NA,"Barcelona",75.9,27.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Anderson Luís de Souza",0.71901,"Barcelona",75.9,27.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.3,28.8
"Pass","Barcelona","Anderson Luís de Souza",1.05044,"Barcelona",76.3,28.8,NA,17.075129,-1.6646376,NA,NA,74.7,45.8,"Andrés Iniesta Luján",NA,NA,NA
"Ball Receipt*","Barcelona","Andrés Iniesta Luján",NA,"Barcelona",74.7,45.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Andrés Iniesta Luján",1.095722,"Barcelona",74.7,45.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.9,49.4
"Pass","Barcelona","Andrés Iniesta Luján",1.53265,"Barcelona",74.9,49.4,NA,15.183214,-1.3178306,NA,NA,78.7,64.1,"Giovanni van Bronckhorst",NA,NA,NA
"Ball Receipt*","Barcelona","Giovanni van Bronckhorst",NA,"Barcelona",78.7,64.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Giovanni van Bronckhorst",0.94895,"Barcelona",78.7,64.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.9,66.6
"Pass","Barcelona","Giovanni van Bronckhorst",0.671326,"Barcelona",79.9,66.6,NA,11.954079,2.5466297,NA,NA,70,59.9,"Andrés Iniesta Luján",NA,NA,NA
"Ball Receipt*","Barcelona","Andrés Iniesta Luján",NA,"Barcelona",70,59.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Andrés Iniesta Luján",0.823944,"Barcelona",70,59.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.5,59
"Pass","Barcelona","Andrés Iniesta Luján",1.260114,"Barcelona",70.5,59,NA,9.602083,1.549966,NA,NA,70.7,49.4,"Rafael Márquez Álvarez",NA,NA,NA
"Ball Receipt*","Barcelona","Rafael Márquez Álvarez",NA,"Barcelona",70.7,49.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Rafael Márquez Álvarez",1.266764,"Barcelona",70.7,49.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.4,45.8
"Pass","Barcelona","Rafael Márquez Álvarez",1.231861,"Barcelona",77.4,45.8,NA,17.195639,0.37510687,NA,NA,93.4,39.5,"Ronaldo de Assis Moreira",NA,NA,NA
"Pressure","Albacete","Agustín García Iñiguez",1.531013,"Barcelona",25.7,39.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ball Receipt*","Barcelona","Ronaldo de Assis Moreira",NA,"Barcelona",93.4,39.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Ronaldo de Assis Moreira",1.421191,"Barcelona",93.4,39.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.2,38.5
"Pressure","Albacete","Gaspar Gálvez Burgos",0.640299,"Barcelona",26,40.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Foul Committed","Albacete","Gaspar Gálvez Burgos",0,"Barcelona",26.8,40.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Foul Won","Barcelona","Ronaldo de Assis Moreira",0,"Barcelona",94.2,38.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shot","Barcelona","Ronaldo de Assis Moreira",0.2806,"Barcelona",89.4,35.6,0.04431854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Block","Albacete","Gaspar Gálvez Burgos",0,"Barcelona",17.3,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Foul Committed","Albacete","Gaspar Gálvez Burgos",0,"Barcelona",15,45.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Goal Keeper","Albacete","Raúl Valbuena Cano",0,"Barcelona",1.2,40.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shot","Barcelona","Ronaldo de Assis Moreira",0.3503,"Barcelona",90.3,36.7,0.06467339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Block","Albacete","Agustín García Iñiguez",0,"Barcelona",17.4,43.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Goal Keeper","Albacete","Raúl Valbuena Cano",0,"Barcelona",1.7,40.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ball Recovery","Barcelona","Juliano Haus Belletti",0,"Barcelona",99.5,16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Juliano Haus Belletti",1.375761,"Barcelona",99.5,16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.3,11.3
"Pressure","Albacete","Francisco Peña Romero",0.729609,"Barcelona",18.2,64.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dispossessed","Barcelona","Juliano Haus Belletti",0,"Barcelona",102.3,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Duel","Albacete","Francisco Peña Romero",0,"Barcelona",18.7,67.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pass","Barcelona","Juliano Haus Belletti",1.037805,"Barcelona",93.8,0,NA,13.800363,-2.7395554,NA,NA,81.1,5.40000000000001,"Anderson Luís de Souza",NA,NA,NA
"Ball Receipt*","Barcelona","Anderson Luís de Souza",NA,"Barcelona",81.1,5.40000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Anderson Luís de Souza",1.731695,"Barcelona",81.1,5.40000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.7,6.09999999999999
"Pass","Barcelona","Anderson Luís de Souza",0.944307,"Barcelona",83.7,6.09999999999999,NA,7.206941,0.5070985,NA,NA,90,2.59999999999999,"Juliano Haus Belletti",NA,NA,NA
"Ball Receipt*","Barcelona","Juliano Haus Belletti",NA,"Barcelona",90,2.59999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Juliano Haus Belletti",0.656893,"Barcelona",90,2.59999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,3
"Pass","Barcelona","Juliano Haus Belletti",4.384087,"Barcelona",92,3,NA,28.535067,-0.19395915,NA,NA,120,8.5,"Ludovic Giuly","Out",NA,NA
"Pressure","Barcelona","Ludovic Giuly",2.028802,"Barcelona",115.7,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shield","Albacete","Carles Domingo Pladevall",0,"Barcelona",2.1,72.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ball Receipt*","Barcelona","Ludovic Giuly",NA,"Barcelona",113.9,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pass","Albacete","Raúl Valbuena Cano",4.631694,"Albacete",6,44,NA,83.32922,0.08892152,NA,NA,89,36.6,NA,"Incomplete",NA,NA
"Pass","Barcelona","Oleguer Presas Renom",1.510849,"Barcelona",32,42.4,NA,19.163769,3.0107653,NA,NA,13,39.9,"Víctor Valdés Arribas",NA,NA,NA
"Ball Receipt*","Barcelona","Víctor Valdés Arribas",NA,"Barcelona",13,39.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Víctor Valdés Arribas",1.889909,"Barcelona",13,39.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.7,40.4
"Pass","Barcelona","Víctor Valdés Arribas",2.374008,"Barcelona",14.7,40.4,NA,13.038404,-0.5667292,NA,NA,25.7,47.4,"Oleguer Presas Renom",NA,NA,NA
"Ball Receipt*","Barcelona","Oleguer Presas Renom",NA,"Barcelona",25.7,47.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pass","Barcelona","Oleguer Presas Renom",1.259339,"Barcelona",33.5,49.9,NA,24.148085,0.28114378,NA,NA,56.7,43.2,"Rafael Márquez Álvarez",NA,NA,NA
"Ball Receipt*","Barcelona","Rafael Márquez Álvarez",NA,"Barcelona",56.7,43.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pass","Barcelona","Rafael Márquez Álvarez",2.490541,"Barcelona",67.1,40.6,NA,28.578663,1.9545516,NA,NA,56.4,14.1,"Juliano Haus Belletti",NA,NA,NA
"Ball Receipt*","Barcelona","Juliano Haus Belletti",NA,"Barcelona",56.4,14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Juliano Haus Belletti",3.983428,"Barcelona",56.4,14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.7,8.5
"Pass","Barcelona","Juliano Haus Belletti",1.018334,"Barcelona",71.7,8.5,NA,21.964745,-1.4153779,NA,NA,75.1,30.2,"Rafael Márquez Álvarez",NA,NA,NA
"Ball Receipt*","Barcelona","Rafael Márquez Álvarez",NA,"Barcelona",75.1,30.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Rafael Márquez Álvarez",0.535905,"Barcelona",75.1,30.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.1,30.9
"Pressure","Albacete","Antonio Pacheco D""Agosti",0.731388,"Barcelona",45.1,47.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pass","Barcelona","Rafael Márquez Álvarez",0.861453,"Barcelona",75.1,30.9,NA,8.112336,2.6117437,NA,NA,68.1,26.8,"Anderson Luís de Souza",NA,NA,NA
"Ball Receipt*","Barcelona","Anderson Luís de Souza",NA,"Barcelona",68.1,26.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Anderson Luís de Souza",0.040008,"Barcelona",68.1,26.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.1,26.8
"Pass","Barcelona","Anderson Luís de Souza",1.498786,"Barcelona",68.1,26.8,NA,21.569654,-1.4452913,NA,NA,70.8,48.2,"Andrés Iniesta Luján",NA,NA,NA
"Ball Receipt*","Barcelona","Andrés Iniesta Luján",NA,"Barcelona",70.8,48.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Andrés Iniesta Luján",1.259183,"Barcelona",70.8,48.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.1,57.3
"Pass","Barcelona","Andrés Iniesta Luján",1.559868,"Barcelona",75.1,57.3,NA,21.9784,-0.31455642,NA,NA,96,64.1,"Samuel Eto""o Fils",NA,NA,NA
"Ball Receipt*","Barcelona","Samuel Eto""o Fils",NA,"Barcelona",96,64.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Samuel Eto""o Fils",3.3969631,"Barcelona",96,64.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.8,57
"Pass","Barcelona","Samuel Eto""o Fils",1.0599,"Barcelona",92.8,57,NA,13.260844,0.3623011,NA,NA,105.2,52.3,"Rafael Márquez Álvarez","Incomplete",NA,NA
"Ball Receipt*","Barcelona","Rafael Márquez Álvarez",NA,"Barcelona",104.5,53.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Block","Albacete","Gaspar Gálvez Burgos",0,"Barcelona",15.8,26.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pass","Barcelona","Samuel Eto""o Fils",0.932142,"Barcelona",97.7,51.7,NA,9.546204,0.7779909,NA,NA,104.5,45,"Ronaldo de Assis Moreira",NA,NA,NA
"Ball Receipt*","Barcelona","Ronaldo de Assis Moreira",NA,"Barcelona",104.5,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Ronaldo de Assis Moreira",3.464958,"Barcelona",104.5,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.4,52.4
"Pressure","Albacete","Santiago Denia Sánchez",1.621184,"Barcelona",10.8,29.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dispossessed","Barcelona","Ronaldo de Assis Moreira",0,"Barcelona",113.4,52.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Duel","Albacete","Santiago Denia Sánchez",0,"Barcelona",7.6,26.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pass","Albacete","Jaime Sánchez Fernández",1.805608,"Albacete",6.2,15.3,NA,26.064728,0.18911885,NA,NA,31.8,10.4,"Francisco Javier Rodríguez Vílchez",NA,NA,NA
"Ball Receipt*","Albacete","Francisco Javier Rodríguez Vílchez",NA,"Albacete",31.8,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Albacete","Francisco Javier Rodríguez Vílchez",1.828592,"Albacete",31.8,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,10.3
"Pass","Albacete","Francisco Javier Rodríguez Vílchez",1.312281,"Albacete",33.4,10.3,NA,14.499655,-0.4266275,NA,NA,46.6,16.3,"Mark Dennis González Hoffmann",NA,NA,NA
"Ball Receipt*","Albacete","Mark Dennis González Hoffmann",NA,"Albacete",46.6,16.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Albacete","Mark Dennis González Hoffmann",0.718219,"Albacete",46.6,16.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.3,16.7
"Pressure","Barcelona","Carles Puyol i Saforcada",0.521694,"Albacete",72.6,61.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dribble","Albacete","Mark Dennis González Hoffmann",0,"Albacete",48.3,16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Duel","Barcelona","Carles Puyol i Saforcada",0,"Albacete",72.7,62.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pass","Albacete","Santiago Denia Sánchez",0.978625,"Albacete",66.7,0,NA,11.603879,-0.6693574,NA,NA,75.8,7.2,"Francisco Javier Rodríguez Vílchez",NA,NA,NA
"Pressure","Barcelona","Giovanni van Bronckhorst",2.751063,"Albacete",44.3,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ball Receipt*","Albacete","Francisco Javier Rodríguez Vílchez",NA,"Albacete",75.8,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Albacete","Francisco Javier Rodríguez Vílchez",2.347816,"Albacete",75.8,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.9,9.90000000000001
"Pass","Albacete","Francisco Javier Rodríguez Vílchez",0.253449,"Albacete",73.9,9.90000000000001,NA,2.823119,-1.971037,NA,NA,72.8,12.5,NA,"Incomplete",NA,NA
"Pass","Barcelona","Rafael Márquez Álvarez",0.438612,"Barcelona",48.2,66.5,NA,3.8832977,-0.60228735,NA,NA,51.4,68.7,"Samuel Eto""o Fils",NA,NA,NA
"Ball Receipt*","Barcelona","Samuel Eto""o Fils",NA,"Barcelona",51.4,68.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Samuel Eto""o Fils",1.386218,"Barcelona",51.4,68.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.7,68.7
"Pass","Barcelona","Samuel Eto""o Fils",0.794715,"Barcelona",57.7,68.7,NA,17.889942,0.7893507,NA,NA,70.3,56,"Ronaldo de Assis Moreira",NA,NA,NA
"Ball Receipt*","Barcelona","Ronaldo de Assis Moreira",NA,"Barcelona",70.3,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Ronaldo de Assis Moreira",0.640055,"Barcelona",70.3,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.1,53.8
"Pass","Barcelona","Ronaldo de Assis Moreira",1.2361,"Barcelona",75.1,53.8,NA,7.6902537,-2.9186924,NA,NA,67.6,55.5,"Anderson Luís de Souza","Incomplete",NA,NA
"Ball Receipt*","Barcelona","Anderson Luís de Souza",NA,"Barcelona",66.9,55.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Interception","Albacete","Laurent Viaud",0,"Barcelona",53.4,23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ball Recovery","Albacete","Antonio Pacheco D""Agosti",0,"Barcelona",53.7,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Albacete","Antonio Pacheco D""Agosti",0.255676,"Barcelona",53.7,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.3,14.3
"Pass","Albacete","Antonio Pacheco D""Agosti",0.793618,"Barcelona",54.3,14.3,NA,14.948244,0.08036346,NA,NA,69.2,13.1,"Francisco Javier Rodríguez Vílchez","Incomplete",NA,NA
"Ball Receipt*","Albacete","Francisco Javier Rodríguez Vílchez",NA,"Barcelona",67,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Interception","Barcelona","Rafael Márquez Álvarez",0,"Barcelona",51.8,65.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Rafael Márquez Álvarez",1.216762,"Barcelona",51.8,65.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.1,72.1
"Pressure","Albacete","Jaime Sánchez Fernández",0.510789,"Barcelona",67.4,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pass","Barcelona","Rafael Márquez Álvarez",0.517414,"Barcelona",52.1,72.1,NA,5.672742,0.860258,NA,NA,55.8,67.8,"Giovanni van Bronckhorst",NA,NA,NA
"Ball Receipt*","Barcelona","Giovanni van Bronckhorst",NA,"Barcelona",55.8,67.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Giovanni van Bronckhorst",1.540633,"Barcelona",55.8,67.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.3,74.3
"Pass","Barcelona","Giovanni van Bronckhorst",1.641991,"Barcelona",56.3,74.3,NA,12.61943,0.055498507,NA,NA,68.9,73.6,"Samuel Eto""o Fils",NA,NA,NA
"Ball Receipt*","Barcelona","Samuel Eto""o Fils",NA,"Barcelona",68.9,73.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Samuel Eto""o Fils",0.04,"Barcelona",68.9,73.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.9,73.6
"Pass","Barcelona","Samuel Eto""o Fils",0.977,"Barcelona",68.9,73.6,NA,14.54957,1.4882258,NA,NA,70.1,59.1,"Andrés Iniesta Luján",NA,NA,NA
"Ball Receipt*","Barcelona","Andrés Iniesta Luján",NA,"Barcelona",70.1,59.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carry","Barcelona","Andrés Iniesta Luján",4.172396,"Barcelona",70.1,59.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,40
"Pass","Barcelona","Andrés Iniesta Luján",1.899059,"Barcelona",89,40,NA,23.754158,1.1316259,NA,NA,99.1,18.5,"Ludovic Giuly",NA,NA,NA
